project,domain,gcm,experiment,member,institute,rcm,version,timestep,variable,date_beg,date_end
EURO-CORDEX,EUR-12,CMCC-CM2-SR5,historical,r1i1p1f1,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,sfcWindAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,historical,r14i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,sfcWindAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,historical,r15i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,sfcWindAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,historical,r1i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,sfcWindAdjust,19500101,20141231
EURO-CORDEX,EUR-12,NorESM2-MM,historical,r1i1p1f1,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,sfcWindAdjust,19500101,20141231
EURO-CORDEX,EUR-12,IPSL-CM6A-LR,historical,r1i1p1f1,HCLIMcom-DMI,HCLIM43-ALADIN,v1-r1,day,sfcWindAdjust,19500101,20141231
EURO-CORDEX,EUR-12,NorESM2-MM,historical,r1i1p1f1,HCLIMcom-METNo,HCLIM43-ALADIN,v1-r1,day,sfcWindAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,historical,r1i1p1f2,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,sfcWindAdjust,19500101,20141231
EURO-CORDEX,EUR-12,EC-Earth3-Veg,historical,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,sfcWindAdjust,19500101,20141231
EURO-CORDEX,EUR-12,MIROC6,historical,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,sfcWindAdjust,19500101,20141231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,historical,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,sfcWindAdjust,19500101,20141231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,historical,r1i1p1f1,CLMcom-DWD,ICON-CLM-202407-1-1,v1-r1,day,sfcWindAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,historical,r1i1p1f2,KNMI,RACMO23E,v1-r1,day,sfcWindAdjust,19500101,20141231
EURO-CORDEX,EUR-12,EC-Earth3,historical,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,sfcWindAdjust,19500101,20141231
EURO-CORDEX,EUR-12,EC-Earth3-Veg,historical,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,sfcWindAdjust,19500101,20141231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,historical,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,sfcWindAdjust,19500101,20141231
EURO-CORDEX,EUR-12,NorESM2-MM,historical,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,sfcWindAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CMCC-CM2-SR5,ssp370,r1i1p1f1,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,sfcWindAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp370,r14i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,sfcWindAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp370,r15i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,sfcWindAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp370,r1i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,sfcWindAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp585,r1i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,sfcWindAdjust,20150101,21001231
EURO-CORDEX,EUR-12,NorESM2-MM,ssp370,r1i1p1f1,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,sfcWindAdjust,20150101,21001231
EURO-CORDEX,EUR-12,NorESM2-MM,ssp585,r1i1p1f1,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,sfcWindAdjust,20150101,21001231
EURO-CORDEX,EUR-12,IPSL-CM6A-LR,ssp370,r1i1p1f1,HCLIMcom-DMI,HCLIM43-ALADIN,v1-r1,day,sfcWindAdjust,20150101,21001231
EURO-CORDEX,EUR-12,NorESM2-MM,ssp370,r1i1p1f1,HCLIMcom-METNo,HCLIM43-ALADIN,v1-r1,day,sfcWindAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp370,r1i1p1f2,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,sfcWindAdjust,20150101,21001231
EURO-CORDEX,EUR-12,EC-Earth3-Veg,ssp370,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,sfcWindAdjust,20150101,21001231
EURO-CORDEX,EUR-12,MIROC6,ssp370,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,sfcWindAdjust,20150101,21001231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,ssp370,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,sfcWindAdjust,20150101,21001231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,ssp370,r1i1p1f1,CLMcom-DWD,ICON-CLM-202407-1-1,v1-r1,day,sfcWindAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp370,r1i1p1f2,KNMI,RACMO23E,v1-r1,day,sfcWindAdjust,20150101,21001231
EURO-CORDEX,EUR-12,EC-Earth3,ssp370,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,sfcWindAdjust,20150101,21001231
EURO-CORDEX,EUR-12,EC-Earth3,ssp585,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,sfcWindAdjust,20150101,21001231
EURO-CORDEX,EUR-12,EC-Earth3-Veg,ssp370,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,sfcWindAdjust,20150101,21001231
EURO-CORDEX,EUR-12,EC-Earth3-Veg,ssp585,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,sfcWindAdjust,20150101,21001231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,ssp370,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,sfcWindAdjust,20150101,21001231
EURO-CORDEX,EUR-12,NorESM2-MM,ssp370,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,sfcWindAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CMCC-CM2-SR5,historical,r1i1p1f1,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,historical,r14i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,historical,r15i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,historical,r1i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasAdjust,19500101,20141231
EURO-CORDEX,EUR-12,NorESM2-MM,historical,r1i1p1f1,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasAdjust,19500101,20141231
EURO-CORDEX,EUR-12,IPSL-CM6A-LR,historical,r1i1p1f1,HCLIMcom-DMI,HCLIM43-ALADIN,v1-r1,day,tasAdjust,19500101,20141231
EURO-CORDEX,EUR-12,NorESM2-MM,historical,r1i1p1f1,HCLIMcom-METNo,HCLIM43-ALADIN,v1-r1,day,tasAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,historical,r1i1p1f2,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasAdjust,19500101,20141231
EURO-CORDEX,EUR-12,EC-Earth3-Veg,historical,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasAdjust,19500101,20141231
EURO-CORDEX,EUR-12,MIROC6,historical,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasAdjust,19500101,20141231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,historical,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasAdjust,19500101,20141231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,historical,r1i1p1f1,CLMcom-DWD,ICON-CLM-202407-1-1,v1-r1,day,tasAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,historical,r1i1p1f2,KNMI,RACMO23E,v1-r1,day,tasAdjust,19500101,20141231
EURO-CORDEX,EUR-12,EC-Earth3,historical,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasAdjust,19500101,20141231
EURO-CORDEX,EUR-12,EC-Earth3-Veg,historical,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasAdjust,19500101,20141231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,historical,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasAdjust,19500101,20141231
EURO-CORDEX,EUR-12,NorESM2-MM,historical,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CMCC-CM2-SR5,ssp370,r1i1p1f1,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp370,r14i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp370,r15i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp370,r1i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp585,r1i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasAdjust,20150101,21001231
EURO-CORDEX,EUR-12,NorESM2-MM,ssp370,r1i1p1f1,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasAdjust,20150101,21001231
EURO-CORDEX,EUR-12,NorESM2-MM,ssp585,r1i1p1f1,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasAdjust,20150101,21001231
EURO-CORDEX,EUR-12,IPSL-CM6A-LR,ssp370,r1i1p1f1,HCLIMcom-DMI,HCLIM43-ALADIN,v1-r1,day,tasAdjust,20150101,21001231
EURO-CORDEX,EUR-12,NorESM2-MM,ssp370,r1i1p1f1,HCLIMcom-METNo,HCLIM43-ALADIN,v1-r1,day,tasAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp370,r1i1p1f2,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasAdjust,20150101,21001231
EURO-CORDEX,EUR-12,EC-Earth3-Veg,ssp370,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasAdjust,20150101,21001231
EURO-CORDEX,EUR-12,MIROC6,ssp370,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasAdjust,20150101,21001231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,ssp370,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasAdjust,20150101,21001231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,ssp370,r1i1p1f1,CLMcom-DWD,ICON-CLM-202407-1-1,v1-r1,day,tasAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp370,r1i1p1f2,KNMI,RACMO23E,v1-r1,day,tasAdjust,20150101,21001231
EURO-CORDEX,EUR-12,EC-Earth3,ssp370,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasAdjust,20150101,21001231
EURO-CORDEX,EUR-12,EC-Earth3,ssp585,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasAdjust,20150101,21001231
EURO-CORDEX,EUR-12,EC-Earth3-Veg,ssp370,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasAdjust,20150101,21001231
EURO-CORDEX,EUR-12,EC-Earth3-Veg,ssp585,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasAdjust,20150101,21001231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,ssp370,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasAdjust,20150101,21001231
EURO-CORDEX,EUR-12,NorESM2-MM,ssp370,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CMCC-CM2-SR5,historical,r1i1p1f1,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasmaxAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,historical,r14i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasmaxAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,historical,r15i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasmaxAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,historical,r1i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasmaxAdjust,19500101,20141231
EURO-CORDEX,EUR-12,NorESM2-MM,historical,r1i1p1f1,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasmaxAdjust,19500101,20141231
EURO-CORDEX,EUR-12,IPSL-CM6A-LR,historical,r1i1p1f1,HCLIMcom-DMI,HCLIM43-ALADIN,v1-r1,day,tasmaxAdjust,19500101,20141231
EURO-CORDEX,EUR-12,NorESM2-MM,historical,r1i1p1f1,HCLIMcom-METNo,HCLIM43-ALADIN,v1-r1,day,tasmaxAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,historical,r1i1p1f2,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasmaxAdjust,19500101,20141231
EURO-CORDEX,EUR-12,EC-Earth3-Veg,historical,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasmaxAdjust,19500101,20141231
EURO-CORDEX,EUR-12,MIROC6,historical,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasmaxAdjust,19500101,20141231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,historical,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasmaxAdjust,19500101,20141231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,historical,r1i1p1f1,CLMcom-DWD,ICON-CLM-202407-1-1,v1-r1,day,tasmaxAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,historical,r1i1p1f2,KNMI,RACMO23E,v1-r1,day,tasmaxAdjust,19500101,20141231
EURO-CORDEX,EUR-12,EC-Earth3,historical,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasmaxAdjust,19500101,20141231
EURO-CORDEX,EUR-12,EC-Earth3-Veg,historical,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasmaxAdjust,19500101,20141231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,historical,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasmaxAdjust,19500101,20141231
EURO-CORDEX,EUR-12,NorESM2-MM,historical,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasmaxAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CMCC-CM2-SR5,ssp370,r1i1p1f1,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasmaxAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp370,r14i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasmaxAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp370,r15i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasmaxAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp370,r1i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasmaxAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp585,r1i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasmaxAdjust,20150101,21001231
EURO-CORDEX,EUR-12,NorESM2-MM,ssp370,r1i1p1f1,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasmaxAdjust,20150101,21001231
EURO-CORDEX,EUR-12,NorESM2-MM,ssp585,r1i1p1f1,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasmaxAdjust,20150101,21001231
EURO-CORDEX,EUR-12,IPSL-CM6A-LR,ssp370,r1i1p1f1,HCLIMcom-DMI,HCLIM43-ALADIN,v1-r1,day,tasmaxAdjust,20150101,21001231
EURO-CORDEX,EUR-12,NorESM2-MM,ssp370,r1i1p1f1,HCLIMcom-METNo,HCLIM43-ALADIN,v1-r1,day,tasmaxAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp370,r1i1p1f2,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasmaxAdjust,20150101,21001231
EURO-CORDEX,EUR-12,EC-Earth3-Veg,ssp370,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasmaxAdjust,20150101,21001231
EURO-CORDEX,EUR-12,MIROC6,ssp370,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasmaxAdjust,20150101,21001231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,ssp370,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasmaxAdjust,20150101,21001231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,ssp370,r1i1p1f1,CLMcom-DWD,ICON-CLM-202407-1-1,v1-r1,day,tasmaxAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp370,r1i1p1f2,KNMI,RACMO23E,v1-r1,day,tasmaxAdjust,20150101,21001231
EURO-CORDEX,EUR-12,EC-Earth3,ssp370,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasmaxAdjust,20150101,21001231
EURO-CORDEX,EUR-12,EC-Earth3,ssp585,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasmaxAdjust,20150101,21001231
EURO-CORDEX,EUR-12,EC-Earth3-Veg,ssp370,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasmaxAdjust,20150101,21001231
EURO-CORDEX,EUR-12,EC-Earth3-Veg,ssp585,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasmaxAdjust,20150101,21001231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,ssp370,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasmaxAdjust,20150101,21001231
EURO-CORDEX,EUR-12,NorESM2-MM,ssp370,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasmaxAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CMCC-CM2-SR5,historical,r1i1p1f1,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasminAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,historical,r14i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasminAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,historical,r15i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasminAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,historical,r1i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasminAdjust,19500101,20141231
EURO-CORDEX,EUR-12,NorESM2-MM,historical,r1i1p1f1,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasminAdjust,19500101,20141231
EURO-CORDEX,EUR-12,IPSL-CM6A-LR,historical,r1i1p1f1,HCLIMcom-DMI,HCLIM43-ALADIN,v1-r1,day,tasminAdjust,19500101,20141231
EURO-CORDEX,EUR-12,NorESM2-MM,historical,r1i1p1f1,HCLIMcom-METNo,HCLIM43-ALADIN,v1-r1,day,tasminAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,historical,r1i1p1f2,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasminAdjust,19500101,20141231
EURO-CORDEX,EUR-12,EC-Earth3-Veg,historical,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasminAdjust,19500101,20141231
EURO-CORDEX,EUR-12,MIROC6,historical,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasminAdjust,19500101,20141231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,historical,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasminAdjust,19500101,20141231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,historical,r1i1p1f1,CLMcom-DWD,ICON-CLM-202407-1-1,v1-r1,day,tasminAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,historical,r1i1p1f2,KNMI,RACMO23E,v1-r1,day,tasminAdjust,19500101,20141231
EURO-CORDEX,EUR-12,EC-Earth3,historical,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasminAdjust,19500101,20141231
EURO-CORDEX,EUR-12,EC-Earth3-Veg,historical,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasminAdjust,19500101,20141231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,historical,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasminAdjust,19500101,20141231
EURO-CORDEX,EUR-12,NorESM2-MM,historical,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasminAdjust,19500101,20141231
EURO-CORDEX,EUR-12,CMCC-CM2-SR5,ssp370,r1i1p1f1,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasminAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp370,r14i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasminAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp370,r15i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasminAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp370,r1i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasminAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp585,r1i1p1f2,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasminAdjust,20150101,21001231
EURO-CORDEX,EUR-12,NorESM2-MM,ssp370,r1i1p1f1,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasminAdjust,20150101,21001231
EURO-CORDEX,EUR-12,NorESM2-MM,ssp585,r1i1p1f1,CNRM-MF,CNRM-ALADIN64E1,v1-r1,day,tasminAdjust,20150101,21001231
EURO-CORDEX,EUR-12,IPSL-CM6A-LR,ssp370,r1i1p1f1,HCLIMcom-DMI,HCLIM43-ALADIN,v1-r1,day,tasminAdjust,20150101,21001231
EURO-CORDEX,EUR-12,NorESM2-MM,ssp370,r1i1p1f1,HCLIMcom-METNo,HCLIM43-ALADIN,v1-r1,day,tasminAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp370,r1i1p1f2,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasminAdjust,20150101,21001231
EURO-CORDEX,EUR-12,EC-Earth3-Veg,ssp370,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasminAdjust,20150101,21001231
EURO-CORDEX,EUR-12,MIROC6,ssp370,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasminAdjust,20150101,21001231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,ssp370,r1i1p1f1,HCLIMcom-SMHI,HCLIM43-ALADIN,v1-r1,day,tasminAdjust,20150101,21001231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,ssp370,r1i1p1f1,CLMcom-DWD,ICON-CLM-202407-1-1,v1-r1,day,tasminAdjust,20150101,21001231
EURO-CORDEX,EUR-12,CNRM-ESM2-1,ssp370,r1i1p1f2,KNMI,RACMO23E,v1-r1,day,tasminAdjust,20150101,21001231
EURO-CORDEX,EUR-12,EC-Earth3,ssp370,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasminAdjust,20150101,21001231
EURO-CORDEX,EUR-12,EC-Earth3,ssp585,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasminAdjust,20150101,21001231
EURO-CORDEX,EUR-12,EC-Earth3-Veg,ssp370,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasminAdjust,20150101,21001231
EURO-CORDEX,EUR-12,EC-Earth3-Veg,ssp585,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasminAdjust,20150101,21001231
EURO-CORDEX,EUR-12,MPI-ESM1-2-HR,ssp370,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasminAdjust,20150101,21001231
EURO-CORDEX,EUR-12,NorESM2-MM,ssp370,r1i1p1f1,KNMI,RACMO23E,v1-r1,day,tasminAdjust,20150101,21001231
